Price,Close,High,Low,Open,Volume
Ticker,UBS,UBS,UBS,UBS,UBS
Date,,,,,
2020-01-02,10.959759712219238,10.959759712219238,10.74769005959732,10.773138191397123,3352200
2020-01-03,10.781620979309082,10.83251805098219,10.730723907635976,10.756172847963285,2627400
2020-01-06,10.756174087524414,10.773139240716205,10.67134589462065,10.688311856794044,2318500
2020-01-07,10.976724624633789,11.014897225992678,10.911407457810652,10.95975947346401,4237600
2020-01-08,11.120932579040527,11.15486369197577,11.070036314128435,11.087001466105285,3363200
2020-01-09,11.146381378173828,11.171829510304981,11.04458804066768,11.103967285300882,4590100
2020-01-10,11.010656356811523,11.087001563834168,10.993691204685131,11.078519392261747,3200200
2020-01-13,11.10396671295166,11.10396671295166,10.976724440891473,11.010655551644557,2277400
2020-01-14,11.146381378173828,11.231208754938184,11.061553192427938,11.070036172798833,3257200
2020-01-15,11.095483779907227,11.154863021730687,11.053069689041259,11.14638085074269,2011700
2020-01-16,11.197277069091797,11.197277069091797,11.108208206702667,11.12941484756251,1481700
2020-01-17,11.146381378173828,11.197277642436134,11.112450265671779,11.197277642436134,1960300
2020-01-21,10.611966133117676,10.790104682437933,10.586517191085095,10.730724626676805,7408800
2020-01-22,10.883413314819336,10.89189629414989,10.815551098137771,10.87493033548878,4365600
2020-01-23,10.866450309753418,10.883415462781352,10.696793925584512,10.756173983636268,3241800
2020-01-24,10.73072338104248,10.90886190968422,10.70527525094551,10.90886190968422,3110700
2020-01-27,10.569551467895508,10.662861823364327,10.535620355999436,10.586516619352784,3896600
2020-01-28,10.561068534851074,10.594999646898712,10.497447800884443,10.544103383318017,7774600
2020-01-29,10.62044906616211,10.705276445612238,10.607724595202889,10.671345332035875,2251000
2020-01-30,10.662861824035645,10.662861824035645,10.522895886332845,10.56106848834102,4185800
2020-01-31,10.493206024169922,10.637413448679235,10.429585291940871,10.620448297609522,3392400
2020-02-03,10.459274291992188,10.58651574889487,10.442309141929842,10.484722421576434,2036200
2020-02-04,10.569551467895508,10.671344803583725,10.569551467895508,10.628930711468254,2922700
2020-02-05,10.824034690856934,10.874930951761636,10.756172470329675,10.7985857514231,3432600
2020-02-06,10.91734504699707,10.976724287741119,10.891896916532689,10.959759137092025,2053200
2020-02-07,10.985207557678223,11.010655688814694,10.934311295405278,10.942793466463101,2376600
2020-02-10,11.078518867492676,11.091242528739386,11.006415154162438,11.010655835256998,1808500
2020-02-11,11.171830177307129,11.214244272712362,11.129416081901896,11.129416081901896,1915400
2020-02-12,11.366933822631836,11.366933822631836,11.265140479594184,11.307554574771933,3479500
2020-02-13,11.20576000213623,11.282105203282574,11.20576000213623,11.256657072560957,2435100
2020-02-14,11.129414558410645,11.290587937091397,11.1039664282437,11.26513899794298,4500100
2020-02-18,11.146381378173828,11.248174715679975,11.137898397802932,11.20576062280703,3460500
2020-02-19,11.154863357543945,11.201518939799211,11.137898206075725,11.163346337768814,2223600
2020-02-20,11.256657600402832,11.443278313087616,11.19303605714324,11.40934720087388,5805700
2020-02-21,10.976724624633789,11.120932049993698,10.934311342218587,11.120932049993698,3809600
2020-02-24,10.391412734985352,10.484723088719226,10.348998643658499,10.425343846250534,5278000
2020-02-25,10.026652336120605,10.382929396600357,9.96727309570114,10.348998286506164,3833500
2020-02-26,9.992721557617188,10.179343073818684,9.979997896523075,10.102997871328004,5183400
2020-02-27,9.568582534790039,9.82730777080934,9.551617383188615,9.636444759158787,4551100
2020-02-28,9.331063270568848,9.424373612041233,9.152924757589641,9.254718078008988,6419700
2020-03-02,9.551617622375488,9.551617622375488,9.15292643748913,9.322582002659427,6911500
2020-03-03,9.246235847473145,9.704306230928152,9.178373628367327,9.594030731617295,7479800
2020-03-04,9.432857513427734,9.432857513427734,9.212304893127268,9.331064183054014,5974800
2020-03-05,8.966304779052734,9.110512209565728,8.864511441452068,9.034167004119846,6384700
2020-03-06,8.872993469238281,9.042649013692069,8.779683122034061,8.881476448706334,5791700
2020-03-09,7.863542556762695,8.37250920201793,7.634506959661739,8.151956584583262,4768700
2020-03-10,8.499752044677734,8.635476492587863,8.168923096160656,8.60154538061033,4842200
2020-03-11,8.041681289672852,8.44885546619056,7.982302042485891,8.397958390757758,8754900
2020-03-12,7.032229900360107,7.4903003340645915,6.930436560534838,7.481817353500431,6017200
2020-03-13,7.6938862800598145,7.727817390099382,7.049195189308034,7.727817390099382,5756800
2020-03-16,6.489331245422363,6.9261946027178904,6.345123821492194,6.353606396992984,5921000
2020-03-17,7.10009241104126,7.10009241104126,6.463883404937403,6.6080908443728035,7021500
2020-03-18,6.862574100494385,6.862574100494385,6.5062970187370395,6.565676262702755,9762600
2020-03-19,7.210367679595947,7.337609138584465,6.718366185000859,6.862573603311295,9066800
2020-03-20,6.921953201293945,7.388506590039027,6.904988050075283,7.210368052844777,7508400
2020-03-23,6.701401233673096,7.176437216216984,6.680194187101604,7.108574990780824,7667100
2020-03-24,7.6005754470825195,7.634506554967563,7.240056920190544,7.363057691887216,5627300
2020-03-25,7.812645435333252,8.041680221916202,7.481816511400702,7.702369127355736,8282300
2020-03-26,8.37251091003418,8.431890161848795,8.058647879185791,8.058647879185791,7391500
2020-03-27,7.939887046813965,8.190129287250855,7.850818186140569,7.9738181569249935,5363800
2020-03-30,8.07561206817627,8.10106019779549,7.770231276819792,7.880507583811692,3872700
2020-03-31,7.855059623718262,8.024715173143624,7.770231444514844,7.9314048232050425,3804800
2020-04-01,7.549679279327393,7.6769215557767545,7.507265996159126,7.600576351703442,3335100
2020-04-02,7.634507179260254,7.838093843218302,7.528472357326083,7.575127937851195,7994500
2020-04-03,7.498783588409424,7.617542084717335,7.357969018236807,7.575128798311128,3748000
2020-04-06,8.109542846679688,8.143473954448998,7.939886498851708,8.007748714390331,4418500
2020-04-07,8.134990692138672,8.465818779130272,8.084093627765368,8.440370651434316,4908100
2020-04-08,8.134990692138672,8.194369926423033,7.995024776338828,8.067128478961862,2872800
2020-04-09,8.525199890136719,8.601545091767852,8.330095396081436,8.33857837603634,4482100
2020-04-13,8.236785888671875,8.550648898374279,8.151957698381896,8.550648898374279,2878600
2020-04-14,8.397957801818848,8.482785985264094,8.304647447214288,8.431888913400645,5164900
2020-04-15,7.973818778991699,8.071371436030137,7.9229225143452915,8.058646965377765,3027600
2020-04-16,7.795679569244385,7.829610679105784,7.659955129798787,7.829610679105784,4502100
2020-04-17,8.177406311035156,8.20285444350311,8.016232917781181,8.109544085132919,4993100
2020-04-20,8.20285415649414,8.33009562336341,8.092577841016066,8.143474913152684,4227900
2020-04-21,7.84657621383667,8.041679882734497,7.78719697703845,7.9229214091380555,3172000
2020-04-22,7.829610824584961,7.931404965042031,7.799921204027268,7.931404965042031,2652000
2020-04-23,7.914438247680664,8.147714508858709,7.8898379320099945,7.897473098549498,3061000
2020-04-24,7.982301235198975,8.024715325606515,7.876266413670866,7.982301235198975,2574100
2020-04-27,8.296165466308594,8.31313142863372,8.075613618953216,8.10954473462186,2254700
2020-04-28,8.762717247009277,8.872993554205602,8.724544648018956,8.822096485891352,4793500
2020-04-29,9.322582244873047,9.44558303843071,9.263202997766074,9.415893414877223,6897500
2020-04-30,9.127477645874023,9.237753957517175,9.00447686439384,9.212305017843109,4158700
2020-05-01,8.813615798950195,8.935767974485236,8.75423574109101,8.805132817972941,2727400
2020-05-04,8.618511199951172,8.69485641006194,8.52520083702778,8.626994180848275,4734300
2020-05-05,8.499725341796875,8.666904677179279,8.490926252749945,8.640507410038488,3061300
2020-05-06,8.446932792663574,8.574516231970149,8.41173727432445,8.57011668728684,3248500
2020-05-07,8.614109992980957,8.719696532039064,8.519961597068715,8.543718966942219,5585000
2020-05-08,8.75489330291748,8.75489330291748,8.640507659388373,8.693301356066168,2639600
2020-05-11,8.5789155960083,8.640507542022998,8.49092638244959,8.543720078410283,2230500
2020-05-12,8.43813419342041,8.684502836104448,8.420536013664995,8.658106405598723,2912100
2020-05-13,8.30614948272705,8.44253284400159,8.244557538362617,8.429334210583223,3916600
2020-05-14,8.235758781433105,8.262156049334019,7.910200029467916,8.024585672989849,4211500
2020-05-15,8.147769927978516,8.200562782429573,8.094976234400166,8.174166355204044,2547600
2020-05-18,8.763691902160645,8.807686507077447,8.53492062789511,8.614110748919893,5006800
2020-05-19,8.658105850219727,8.807687012036205,8.649306760906441,8.737295975784608,4434400
2020-05-20,8.87807846069336,8.908874435593052,8.781290152005885,8.80768742117195,3642500
2020-05-21,8.816486358642578,8.926472460886359,8.754893570779451,8.807687269072508,3328700
2020-05-22,8.640507698059082,8.754893342100125,8.578915750932115,8.746094252759889,2569500
2020-05-26,9.142045021057129,9.225633853680646,9.02765937527366,9.02765937527366,5811600
2020-05-27,9.537993431091309,9.54679251928704,9.353216774617133,9.476401491975663,5271000
2020-05-28,9.4588041305542,9.586388403003246,9.435927002750548,9.555591591664736,3061700
2020-05-29,9.414810180664062,9.52039673808268,9.370815571957797,9.432408359797515,4788000
2020-06-01,9.55559253692627,9.608386236744598,9.436808180807963,9.502799676235332,2276900
2020-06-02,9.78436279296875,9.823957853823295,9.705172671259662,9.731569937914227,4835400
2020-06-03,10.206710815429688,10.250704585850967,10.004335947156802,10.004335947156802,4611200
2020-06-04,10.215508460998535,10.224307550212597,9.960340747682107,10.039530872353987,5253900
2020-06-05,10.259502410888672,10.417882650089233,10.237505528389608,10.373888045963824,4241400
2020-06-08,10.514670372009277,10.558664977239903,10.307896818290823,10.514670372009277,3772000
2020-06-09,10.303497314453125,10.347491919857099,10.197910764959966,10.241905370363941,3513000
2020-06-10,10.1099214553833,10.347491818767445,10.1099214553833,10.321094552306564,4377600
2020-06-11,9.406010627746582,9.832757220309759,9.38841328860736,9.731570212659092,3935600
2020-06-12,9.573189735412598,9.747407668266291,9.423608580239955,9.696374462945158,3986000
2020-06-15,9.625983238220215,9.67877693617905,9.335619997265033,9.3796146057095,4818400
2020-06-16,9.766766548156738,9.942744149925957,9.612785831935897,9.942744149925957,3470500
2020-06-17,9.73157024383545,9.907547831428056,9.713972065512525,9.889949653105132,3030300
2020-06-18,9.749167442321777,9.81955847634287,9.683175952817917,9.705172836276764,2571100
2020-06-19,9.52039623260498,9.740368425329697,9.46760337626235,9.740368425329697,2742500
2020-06-22,9.73157024383545,9.806360823453224,9.669977458832541,9.705172976351063,2812000
2020-06-23,9.907548904418945,10.065928330841174,9.889950724190133,10.030732809510965,2756000
2020-06-24,9.64358139038086,9.898749111695015,9.63478230089101,9.889950022205165,4035000
2020-06-25,10.030732154846191,10.030732154846191,9.731570662628174,9.766766181661316,2984600
2020-06-26,9.872352600097656,10.114321685160979,9.832757536850588,10.101123051036172,5266300
2020-06-29,10.013134002685547,10.118720551220397,9.94274297032898,10.039530430037436,2961600
2020-06-30,10.153916358947754,10.153916358947754,9.977938773003498,9.98673786208254,3422600
2020-07-01,10.039529800415039,10.197910032848252,10.021932462993151,10.127519004906212,3293500
2020-07-02,10.250703811645508,10.373888541252501,10.224307383560909,10.321094845955985,2853000
2020-07-06,10.49707317352295,10.55866511819166,10.39148662303631,10.42668213986519,2917800
2020-07-07,10.303497314453125,10.523469502345696,10.285899136640612,10.523469502345696,4808100
2020-07-08,10.444279670715332,10.453078759866134,10.287659911642201,10.294698511660982,3359400
2020-07-09,10.268301963806152,10.505871494221088,10.24190553578834,10.497073244300028,2614300
2020-07-10,10.49707317352295,10.541066940213565,10.316696044884026,10.32109475025124,2984800
2020-07-13,10.382688522338867,10.49267462778922,10.360690797772362,10.4442804728703,3248200
2020-07-14,10.699446678161621,10.717044855305247,10.52786864664762,10.549865528949882,3980600
2020-07-15,10.620258331298828,10.712647098463728,10.541068199193889,10.67305203241126,2324000
2020-07-16,10.620258331298828,10.664252942371286,10.51467176820138,10.541068199193889,3500900
2020-07-17,10.620258331298828,10.664252942371286,10.585062810266345,10.64665560141875,2420500
2020-07-20,10.576262474060059,10.611457988153134,10.492672813416284,10.541066120839735,3003200
2020-07-21,10.83143138885498,10.928218853800843,10.805034120947376,10.84902872833271,3491000
2020-07-22,10.875425338745117,10.989810984206422,10.813833390853397,10.98101189475693,4208200
2020-07-23,10.699446678161621,10.743441281893416,10.621136803777935,10.717044855305247,3500500
2020-07-24,10.708245277404785,10.8138318180598,10.681848852022839,10.743440790956457,2302500
2020-07-27,10.822632789611816,10.857828309288303,10.70824714088139,10.769839090533397,1988100
2020-07-28,10.629055976867676,10.774237586287654,10.585061371774014,10.761038953021366,2214300
2020-07-29,10.541068077087402,10.554266711994472,10.347493133214801,10.400285994588273,2137800
2020-07-30,10.32989501953125,10.347493199520109,10.153917415279698,10.241906636969178,2219600
2020-07-31,10.277101516723633,10.488274628652304,10.215508729732253,10.470676449761237,2782600
2020-08-03,10.417881965637207,10.431079758618642,10.28589816193228,10.321093675094815,1476900
2020-08-04,10.558664321899414,10.58946029191126,10.52346880772484,10.549865233573957,1987000
2020-08-05,10.743441581726074,10.769838009050925,10.673050549441607,10.673050549441607,1830000
2020-08-06,10.769837379455566,10.769837379455566,10.629055323116631,10.646653499722621,2075600
2020-08-07,10.725844383239746,10.734643472860386,10.563065420894773,10.602660485060278,1889700
2020-08-10,10.805034637451172,10.813833727174323,10.725844508197582,10.761040027962801,1518400
2020-08-11,10.840229988098145,10.981012064962686,10.831431737639637,10.901822776071908,3351300
2020-08-12,11.01620864868164,11.148191638660485,10.994210924266909,11.139392548894591,2167000
2020-08-13,10.919419288635254,11.037324227118024,10.90182194992441,10.9722129830224,1875200
2020-08-14,10.849027633666992,10.893022236613275,10.761038427774425,10.769837516189133,1645600
2020-08-17,10.813833236694336,10.862227388849282,10.743442200356602,10.831431415342442,1648200
2020-08-18,10.68185043334961,10.778637900163185,10.65985270966878,10.752241470873548,1511500
2020-08-19,10.690649032592773,10.778638251932977,10.668652147321415,10.717046301871266,2091300
2020-08-20,10.585062026977539,10.598260661060808,10.519070534815894,10.523470079510316,1910800
2020-08-21,10.585062026977539,10.611459295144076,10.48387501638786,10.49707365047113,1424700
2020-08-24,10.796236991882324,10.813834333187408,10.673052246237024,10.717046858190875,1986600
2020-08-25,10.761040687561035,10.92822004603863,10.734644255900996,10.893024524116099,1753900
2020-08-26,10.893022537231445,10.937017141391863,10.831430594883232,10.85782702172857,1422000
2020-08-27,10.813833236694336,10.901822451680175,10.783037263187495,10.893023362356123,2974500
2020-08-28,10.875425338745117,10.910620857415722,10.835830275349768,10.901822607093587,1614300
2020-08-31,10.690649032592773,10.842870096748014,10.690649032592773,10.831431951362575,1589100
2020-09-01,10.725844383239746,10.752241652101665,10.611459574680918,10.664252434150013,1598900
2020-09-02,10.937018394470215,10.95461573467418,10.787437226663322,10.813833656532957,2001000
2020-09-03,10.761040687561035,11.042605702068713,10.708247824240956,10.99861108988369,3399000
2020-09-04,10.813833236694336,10.91502024653891,10.68185025334292,10.893023362356123,2848100
2020-09-08,10.576262474060059,10.664250839729126,10.541066120839735,10.629055325636049,3379400
2020-09-09,10.840229988098145,10.893023686486032,10.761039860079997,10.82263264805376,2130100
2020-09-10,10.743441581726074,11.00740837235647,10.699446976766458,10.989810194721708,2783600
2020-09-11,10.778636932373047,10.83670957507245,10.725843239406645,10.83143062533945,1730700
2020-09-14,11.01620864868164,11.1129961187243,10.950216314564832,11.007409558915748,1582900
2020-09-15,10.813833236694336,10.963414398693857,10.787436807849522,10.937017969849043,1951600
2020-09-16,10.866626739501953,10.937017774582948,10.730243374796114,10.778637526087046,1884900
2020-09-17,10.796236991882324,10.83143251361992,10.712647313082748,10.717046858190875,1694900
2020-09-18,10.585062026977539,10.659852608528029,10.541067419160658,10.611459295144076,1935600
2020-09-21,10.004334449768066,10.074725478859264,9.854753303167458,10.030730875895452,3508300
2020-09-22,9.881150245666504,10.013134061455185,9.793161874268018,9.969139456192291,2327900
2020-09-23,9.59958553314209,9.87675094212134,9.590786444797011,9.828356795350654,3696200
2020-09-24,9.485201835632324,9.59078839991575,9.432408973054322,9.52919644719894,3978100
2020-09-25,9.24763011932373,9.265227456370406,9.143803229453951,9.186037341842306,2671800
2020-09-28,9.740368843078613,9.78436345133588,9.599586767957247,9.625983197260664,3090600
2020-09-29,9.687576293945312,9.72277181384999,9.603986619498937,9.678777204187297,2638000
2020-09-30,9.810759544372559,9.925145186269905,9.757966687575216,9.79316220514922,3294000
2020-10-01,9.872352600097656,9.903148573928185,9.768525694539097,9.881150850386842,4539400
2020-10-02,9.977938652038574,10.013134168800741,9.74036828454846,9.766765551465568,3330300
2020-10-05,10.180313110351562,10.206710378426983,10.109922073738467,10.145117592045015,2400200
2020-10-06,10.189112663269043,10.40028578271576,10.180313573510249,10.38268844232556,3395000
2020-10-07,10.338693618774414,10.373889137954084,10.259503490838316,10.285899920441226,2502700
2020-10-08,10.365090370178223,10.400285890450593,10.294699329633481,10.391487639728046,2430100
2020-10-09,10.268301963806152,10.38268760405309,10.203189879626413,10.38268760405309,2024800
2020-10-12,10.391487121582031,10.41348400598267,10.285899726902382,10.303497905724774,2175800
2020-10-13,10.241905212402344,10.329893582725939,10.1979106076769,10.303497155541589,1713300
2020-10-14,10.127520561218262,10.281501273176652,10.118721471591526,10.25950354910981,3387500
2020-10-15,10.06592845916748,10.074727549394064,9.854755328494074,9.863554418720655,3963100
2020-10-16,10.224308013916016,10.285899962953156,10.158316520072312,10.189112494590882,2484300
2020-10-19,10.338693618774414,10.593861342608857,10.338693618774414,10.470676605916331,4260500
2020-10-20,10.884223937988281,11.033805095383318,10.875424848935086,10.901822116094671,6822600
2020-10-21,10.752241134643555,10.954615151414663,10.752241134643555,10.8842241160919,3942900
2020-10-22,10.945816993713379,10.98101251436992,10.717046529009558,10.734643869774127,2884900
2020-10-23,10.945816993713379,11.042605304864422,10.877186441691414,11.025007124972449,2119900
2020-10-26,10.901822090148926,10.94581585705556,10.809433333564899,10.910620340053862,3258600
2020-10-27,10.637855529785156,10.840229547266294,10.637855529785156,10.805034029481428,2368200
2020-10-28,10.197911262512207,10.338693335371788,10.158316199629532,10.294698727821332,3359900
2020-10-29,10.197911262512207,10.360690219583343,10.09232470786752,10.153916654961751,2797200
2020-10-30,10.28589916229248,10.31229642907708,10.146876745910689,10.277100912491587,3221500
2020-11-02,10.50587272644043,10.541068247634652,10.422283888058788,10.514671816520838,2710300
2020-11-03,11.200984001159668,11.262576787655963,10.97661309599355,10.998609980303216,4317100
2020-11-04,11.060201644897461,11.218581893085291,11.025006127425424,11.130592679841536,3879700
2020-11-05,11.429755210876465,11.49134799694562,11.288973138365268,11.306571316992839,2806400
2020-11-06,11.491348266601562,11.555580109670244,11.464950998040768,11.52654378555526,2857700
2020-11-09,11.904894828796387,12.089671504149205,11.724517697990935,11.904894828796387,6521400
2020-11-10,12.03687858581543,12.107269619955973,11.953288918100789,12.04567683573751,3746900
2020-11-11,12.010481834411621,12.08967196100208,11.935691252534783,11.975286315830012,3752700
2020-11-12,11.852102279663086,11.957688834154508,11.777311698674078,11.904895137345125,1979200
2020-11-13,12.028079986572266,12.045677326260341,11.962088494269121,11.966488038972978,2284600
2020-11-16,12.54721450805664,12.613206000329344,12.353638736813007,12.362437826216661,5037600
2020-11-17,12.75838851928711,12.793584040257977,12.613206890391352,12.652801956374505,3429500
2020-11-18,12.53841495513916,12.758387147334584,12.53841495513916,12.696795202040608,2560300
2020-11-19,12.731990814208984,12.740789064225673,12.613205628146746,12.670398029328197,2117800
2020-11-20,12.687996864318848,12.701195498718004,12.564812127308832,12.60880673617865,2830900
2020-11-23,12.81118106842041,12.859574380949555,12.767186461380643,12.79358288995357,3347100
2020-11-24,13.322039604187012,13.340090700488565,13.06931736984775,13.096395305447116,2435100
2020-11-25,13.1956787109375,13.213730668310069,13.042240516329471,13.114446624290343,1949300
2020-11-27,13.132497787475586,13.186651934788918,13.042239727600498,13.042239727600498,1806100
2020-11-30,12.762441635131836,13.0557790464802,12.753415656748274,12.997111047751721,4671100
2020-12-01,13.087368965148926,13.137010984944183,12.762441493820507,12.771466611339465,6372500
2020-12-02,13.123472213745117,13.14152417058228,12.861724864958994,12.888801939450062,7683800
2020-12-03,13.087368965148926,13.177627026455818,13.019675849551088,13.078342986865303,3652700
2020-12-04,13.033214569091797,13.141524592059156,12.988086397080886,13.09639555928354,4146400
2020-12-07,13.06029224395752,13.18665250028388,13.010650222820914,13.141524329175716,2926900
2020-12-08,13.024189949035645,13.073831112298263,12.988086893587951,12.99711201187632,1602500
2020-12-09,13.033214569091797,13.16408867806461,12.961911403133383,13.09639555928354,2225800
2020-12-10,12.780492782592773,12.81298578844562,12.717312655182806,12.735363751257934,2024500
2020-12-11,12.599977493286133,12.645106524532391,12.52777138759799,12.60900347168832,1533000
2020-12-14,12.581926345825195,12.753416503439293,12.563875248624345,12.735364545473711,1564200
2020-12-15,12.906853675842285,12.915879654106707,12.708286457848343,12.807569636462983,2896400
2020-12-16,12.825621604919434,12.915879666118254,12.762441478539058,12.915879666118254,1716600
2020-12-17,12.735363960266113,12.861725077924522,12.726338842462772,12.843673120788452,1490800
2020-12-18,12.69023609161377,12.699261209632358,12.609004004093482,12.69023609161377,1962100
2020-12-21,12.45556640625,12.473617503919135,12.21187013198102,12.293102223404013,2880500
2020-12-22,12.347256660461426,12.464591802499696,12.311153606046936,12.428488748085206,1900500
2020-12-23,12.744389533996582,12.803057532060471,12.500694145753709,12.527771219832992,2181700
2020-12-24,12.699260711669922,12.744389743052121,12.640593573408339,12.744389743052121,618500
2020-12-28,12.70828628540039,12.780492389006614,12.672183233597279,12.70828628540039,1380100
2020-12-29,12.735363960266113,12.807570067281006,12.71279987461072,12.77146701377356,1803700
2020-12-30,12.69023609161377,12.834648309087743,12.654133037245277,12.753416221567456,2088000
2020-12-31,12.753416061401367,12.780493136646506,12.627054942316212,12.717313007486279,1658700
